http://who.int/icd#33733_a54dce9f_0ddd_474d_baa4_c149f052e65d	http://who.int/icd#11303_8716753b_e453_4876_8495_e2fe7d720f73	Special vehicle mainly used on industrial premises as motor vehicle used by person injured in transport related event 	TO BE RETIRED
http://who.int/icd#417_8f14a43e_c7ce_405f_b1dc_110b12288d7d	http://who.int/icd#1575_52a94b8b_65cc_439a_b8e5_57058c37b3ab	Other osteoarthritis	to be retired
http://who.int/icd#31185_b047675b_e7d6_403d_8ca9_f59ab5570ff4	http://who.int/icd#1177_1e4c5207_b1e3_4959_ac0c_d4ff2b8506c1	Burning mouth syndrome 	To be retired - Diseases of the nervous system
http://who.int/icd#5178_c5246be6_eca3_4c35_ad21_317b5e2861f8	http://who.int/icd#1177_1e4c5207_b1e3_4959_ac0c_d4ff2b8506c1	Functional sensory disturbance in face	To be retired - Diseases of the nervous system
http://who.int/icd#5706_9974ef32_662d_44e8_a7d0_198f3038aef7	http://who.int/icd#33_73c4b39c_f762_4f19_8fad_6805122b0d65	Mycobacterial spinal cord cyst	To be retired - Certain infectious and parasitic diseases
http://who.int/icd#3057_d9027f82_5e3d_47a4_a6fe_3c65954dde3a	http://who.int/icd#1575_52a94b8b_65cc_439a_b8e5_57058c37b3ab	Bone of wrist	to be retired
http://who.int/icd#4095_85f9e494_34d2_4e3f_b182_f005b6f4e5a4	http://who.int/icd#855_588c79f3_df65_43e0_903d_add110bf20de	Renal tubular degeneration in diabetes mellitus due to underlying condition	Diabetes mellitus concepts - retired
http://who.int/icd#330_0120d721_21a2_4c15_9bd8_f4e7b2fbba1e	http://who.int/icd#11_8e8fddc4_a502_4bf4_b128_ebfca1d73928	"Aqueous misdirection, ciliary block or malignant, glaucoma"	To be retired - Diseases of the eye and adnexa
http://who.int/icd#33751_a54dce9f_0ddd_474d_baa4_c149f052e65d	http://who.int/icd#11303_8716753b_e453_4876_8495_e2fe7d720f73	All-terrain wheeled vehicle as motor vehicle used by person injured in transport related event 	TO BE RETIRED
http://who.int/icd#Etiology_519_590d00ff_eb38_468e_99da_649f0328ce5a	http://who.int/icd#1575_52a94b8b_65cc_439a_b8e5_57058c37b3ab	Streptococcus pneumoniae	to be retired
http://who.int/icd#5162_c5246be6_eca3_4c35_ad21_317b5e2861f8	http://who.int/icd#1177_1e4c5207_b1e3_4959_ac0c_d4ff2b8506c1	Functional hemisensory disturbance	To be retired - Diseases of the nervous system
http://who.int/icd#3078_d9027f82_5e3d_47a4_a6fe_3c65954dde3a	http://who.int/icd#1575_52a94b8b_65cc_439a_b8e5_57058c37b3ab	Bone of foot	to be retired
http://who.int/icd#450_0b613046_a993_48cb_b59c_d8118caee0b7	http://who.int/icd#1575_52a94b8b_65cc_439a_b8e5_57058c37b3ab	"Malignant fibromatous neoplasms of male genital organ, unspecified "	to be retired
http://who.int/icd#4534_b203ab4b_c346_4ae8_bf5c_021059193f8c	http://who.int/icd#396_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	Symptoms and signs involving perceptual disturbance	"To be retired - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
http://who.int/icd#5146_c5246be6_eca3_4c35_ad21_317b5e2861f8	http://who.int/icd#1177_1e4c5207_b1e3_4959_ac0c_d4ff2b8506c1	Functional sensory disturbance in a single limb 	To be retired - Diseases of the nervous system
http://who.int/icd#465_0b613046_a993_48cb_b59c_d8118caee0b7	http://who.int/icd#121_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	"Other specified malignant neoplasms of male genital organ, unspecified "	To be retired - Neoplasms
http://who.int/icd#4065_85f9e494_34d2_4e3f_b182_f005b6f4e5a4	http://who.int/icd#11_8e8fddc4_a502_4bf4_b128_ebfca1d73928	"conjunctival degeneration, unspecified"	To be retired - Diseases of the eye and adnexa
http://who.int/icd#2277_8485ca45_4e2f_4137_b90e_effee792d3d2	http://who.int/icd#165_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	Diabetes mellitus due to diseases of the exocrine pancreas with diabetic glomerular changes	"To be retired - Endocrine, nutritional and metabolic diseases"
http://who.int/icd#33769_a54dce9f_0ddd_474d_baa4_c149f052e65d	http://who.int/icd#11303_8716753b_e453_4876_8495_e2fe7d720f73	Other special all-terrain vehicle as motor vehicle used by person injured in transport related event 	TO BE RETIRED
http://who.int/icd#ICECI_V.5.2.2.9	http://who.int/icd#11303_8716753b_e453_4876_8495_e2fe7d720f73	"context of assault, Unspecified robbery"	TO BE RETIRED
http://who.int/icd#18167_a54dce9f_0ddd_474d_baa4_c149f052e65d	http://who.int/icd#297_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	"Epiphyseal arrest, glenohumeral joints"	To be retired - Diseases of the musculoskeletal system and connective tissue
http://who.int/icd#4521_9a510cf7_0302_4255_bbb7_74543da4418f	http://who.int/icd#33_73c4b39c_f762_4f19_8fad_6805122b0d65	Meningitis in gammaherpesviral mononucleosis	To be retired - Certain infectious and parasitic diseases
http://who.int/icd#2215_8485ca45_4e2f_4137_b90e_effee792d3d2	http://who.int/icd#165_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	Diabetes mellitus due to genetic defects of beta cell function with diabetic glomerular changes	"To be retired - Endocrine, nutritional and metabolic diseases"
http://who.int/icd#13595_c4e3ea55_b4b3_4c3d_9534_343ab945895d	http://who.int/icd#297_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	"Chronic postrheumatic arthropathy, sacroiliac joint"	To be retired - Diseases of the musculoskeletal system and connective tissue
http://who.int/icd#4510_9a510cf7_0302_4255_bbb7_74543da4418f	http://who.int/icd#33_73c4b39c_f762_4f19_8fad_6805122b0d65	Meningitis in Lyme disease	To be retired - Certain infectious and parasitic diseases
http://who.int/icd#33787_a54dce9f_0ddd_474d_baa4_c149f052e65d	http://who.int/icd#11303_8716753b_e453_4876_8495_e2fe7d720f73	Unknown or unspecified land transport motor vehicle used by person injured in transport related event 	TO BE RETIRED
http://who.int/icd#86501_c4e3ea55_b4b3_4c3d_9534_343ab945895d	http://who.int/icd#297_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	"Osteitis condensans, joints between these bones"	To be retired - Diseases of the musculoskeletal system and connective tissue
http://who.int/icd#2246_8485ca45_4e2f_4137_b90e_effee792d3d2	http://who.int/icd#165_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	Diabetes mellitus due to genetic defects  in insulin action with diabetic glomerular changes	"To be retired - Endocrine, nutritional and metabolic diseases"
http://who.int/icd#13563_c4e3ea55_b4b3_4c3d_9534_343ab945895d	http://who.int/icd#297_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	"Chronic postrheumatic arthropathy, pelvis"	To be retired - Diseases of the musculoskeletal system and connective tissue
http://who.int/icd#8640_712a6f06_71f2_48d0_919c_2b3cb8b7172d	http://who.int/icd#220_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	Mitral subvalvar stenosis	To be retired - Diseases of the circulatory system
http://who.int/icd#18199_a54dce9f_0ddd_474d_baa4_c149f052e65d	http://who.int/icd#297_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	"Epiphyseal arrest, sternoclavicular joints"	To be retired - Diseases of the musculoskeletal system and connective tissue
http://who.int/icd#Chemicals_4574_a3172770_2d87_4087_aff6_7a140a289bf1	http://who.int/icd#1575_52a94b8b_65cc_439a_b8e5_57058c37b3ab	"Venom, venomous wasp"	to be retired
http://who.int/icd#3201_e9c55f4e_825c_45d7_ba2c_0fdc673d688a	http://who.int/icd#1177_1e4c5207_b1e3_4959_ac0c_d4ff2b8506c1	Pellagra	To be retired - Diseases of the nervous system
http://who.int/icd#4565_9a510cf7_0302_4255_bbb7_74543da4418f	http://who.int/icd#33_73c4b39c_f762_4f19_8fad_6805122b0d65	Meningitis due to Gambiense trypanosomiasis 	To be retired - Certain infectious and parasitic diseases
http://who.int/icd#3003_d9027f82_5e3d_47a4_a6fe_3c65954dde3a	http://who.int/icd#1575_52a94b8b_65cc_439a_b8e5_57058c37b3ab	Bone of hand	to be retired
http://who.int/icd#4554_9a510cf7_0302_4255_bbb7_74543da4418f	http://who.int/icd#33_73c4b39c_f762_4f19_8fad_6805122b0d65	Meningitis in infectious mononucleosis	To be retired - Certain infectious and parasitic diseases
http://who.int/icd#4543_9a510cf7_0302_4255_bbb7_74543da4418f	http://who.int/icd#33_73c4b39c_f762_4f19_8fad_6805122b0d65	Meningitis in other infectious mononucleosis	To be retired - Certain infectious and parasitic diseases
http://who.int/icd#3212_e9c55f4e_825c_45d7_ba2c_0fdc673d688a	http://who.int/icd#1177_1e4c5207_b1e3_4959_ac0c_d4ff2b8506c1	Chronic renal failure	To be retired - Diseases of the nervous system
http://who.int/icd#4532_9a510cf7_0302_4255_bbb7_74543da4418f	http://who.int/icd#33_73c4b39c_f762_4f19_8fad_6805122b0d65	Meningitis in cytomegaloviral mononucleosis	To be retired - Certain infectious and parasitic diseases
http://who.int/icd#Chemicals_1397_a3172770_2d87_4087_aff6_7a140a289bf1	http://who.int/icd#1575_52a94b8b_65cc_439a_b8e5_57058c37b3ab	Corrosive fumes	to be retired
http://who.int/icd#ICECI_V.5.1.8.8	http://who.int/icd#11303_8716753b_e453_4876_8495_e2fe7d720f73	"context of assault, Other specified altercation"	TO BE RETIRED
http://who.int/icd#3245_e9c55f4e_825c_45d7_ba2c_0fdc673d688a	http://who.int/icd#1177_1e4c5207_b1e3_4959_ac0c_d4ff2b8506c1	Hyperparathyroidism	To be retired - Diseases of the nervous system
http://who.int/icd#204_98ae51f9_6af8_41ef_b732_06c5fb864693	http://who.int/icd#11_8e8fddc4_a502_4bf4_b128_ebfca1d73928	Involvement of eyelid in lepromatous leprosy	To be retired - Diseases of the eye and adnexa
http://who.int/icd#751_c4e3ea55_b4b3_4c3d_9534_343ab945895d	http://who.int/icd#297_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	"Arthropathy following genitourinary infection, upper arm "	To be retired - Diseases of the musculoskeletal system and connective tissue
http://who.int/icd#3234_e9c55f4e_825c_45d7_ba2c_0fdc673d688a	http://who.int/icd#1177_1e4c5207_b1e3_4959_ac0c_d4ff2b8506c1	Hyperthyroidism	To be retired - Diseases of the nervous system
http://who.int/icd#4598_9a510cf7_0302_4255_bbb7_74543da4418f	http://who.int/icd#33_73c4b39c_f762_4f19_8fad_6805122b0d65	Meningitis due to Chagas disease (chronic) 	To be retired - Certain infectious and parasitic diseases
http://who.int/icd#14685_6daf99a9_aca4_4de3_a36a_47a357c471c1	http://who.int/icd#440_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	"Intent pending: Harmful effects of and exposure to noxious substances: Drugs, medicaments and biological substances: Sedative hypnotic drugs and other CNS depressants: Anaesthetics and therapeutic gases"	To be retired - External causes of morbidity and mortality
http://who.int/icd#10641_1c662c6b_68f9_42a4_b7d3_90798bfc2caa	http://who.int/icd#781_2985fd4a_87e8_4e76_ac83_2a5b74c14300	Granulomatous disorders of the lips or oral mucosa	To be retired - Diseases of the digestive system
http://who.int/icd#3267_e9c55f4e_825c_45d7_ba2c_0fdc673d688a	http://who.int/icd#1177_1e4c5207_b1e3_4959_ac0c_d4ff2b8506c1	Hypoparathyroidism	To be retired - Diseases of the nervous system
http://who.int/icd#13170_588c79f3_df65_43e0_903d_add110bf20de	http://who.int/icd#121_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	Other specified malignant neoplasms of piriform sinus	To be retired - Neoplasms
http://who.int/icd#3256_e9c55f4e_825c_45d7_ba2c_0fdc673d688a	http://who.int/icd#1177_1e4c5207_b1e3_4959_ac0c_d4ff2b8506c1	Hypercalcaemia	To be retired - Diseases of the nervous system
http://who.int/icd#21813_b047675b_e7d6_403d_8ca9_f59ab5570ff4	http://who.int/icd#264_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	Allergic contact sensitization due to non-occupational exposure to allergen	To be retired - Diseases of the skin
http://who.int/icd#4576_9a510cf7_0302_4255_bbb7_74543da4418f	http://who.int/icd#33_73c4b39c_f762_4f19_8fad_6805122b0d65	Meningitis due to Rhodesiense trypanosomiasis	To be retired - Certain infectious and parasitic diseases
http://who.int/icd#ICECI_C.3.5.98	http://who.int/icd#11303_8716753b_e453_4876_8495_e2fe7d720f73	Other specified furniture/furnishing	TO BE RETIRED
http://who.int/icd#ICECI_C.3.5.99	http://who.int/icd#11303_8716753b_e453_4876_8495_e2fe7d720f73	Unspecified furniture/furnishing	TO BE RETIRED
http://who.int/icd#3289_e9c55f4e_825c_45d7_ba2c_0fdc673d688a	http://who.int/icd#1177_1e4c5207_b1e3_4959_ac0c_d4ff2b8506c1	Acute adrenal failure	To be retired - Diseases of the nervous system
http://who.int/icd#14653_6daf99a9_aca4_4de3_a36a_47a357c471c1	http://who.int/icd#440_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	"Intent pending: Harmful effects of and exposure to noxious substances: Drugs, medicaments and biological substances: Opioids and related analgesics: Pethidine"	To be retired - External causes of morbidity and mortality
http://who.int/icd#14790_fba2e671_3f12_4bbe_b446_34f816e9708a	http://who.int/icd#1575_52a94b8b_65cc_439a_b8e5_57058c37b3ab	Neoplasms of uncertain behaviour of other parts of central nervous system	to be retired
http://who.int/icd#86535_c4e3ea55_b4b3_4c3d_9534_343ab945895d	http://who.int/icd#297_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	"Osteitis condensans, buttock"	To be retired - Diseases of the musculoskeletal system and connective tissue
http://who.int/icd#3278_e9c55f4e_825c_45d7_ba2c_0fdc673d688a	http://who.int/icd#1177_1e4c5207_b1e3_4959_ac0c_d4ff2b8506c1	Hypercapnia	To be retired - Diseases of the nervous system
http://who.int/icd#816_9974ef32_662d_44e8_a7d0_198f3038aef7	http://who.int/icd#1177_1e4c5207_b1e3_4959_ac0c_d4ff2b8506c1	Certain specified acute disseminated encephalomyelitis	To be retired - Diseases of the nervous system
http://who.int/icd#847_e9c55f4e_825c_45d7_ba2c_0fdc673d688a	http://who.int/icd#1177_1e4c5207_b1e3_4959_ac0c_d4ff2b8506c1	Certain specified muscular dystrophy	To be retired - Diseases of the nervous system
http://who.int/icd#14669_6daf99a9_aca4_4de3_a36a_47a357c471c1	http://who.int/icd#440_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	"Intent pending: Harmful effects of and exposure to noxious substances: Drugs, medicaments and biological substances: Sedative-hypnotic drugs and other CNS depressants: Sedative-hypnotic drugs"	To be retired - External causes of morbidity and mortality
http://who.int/icd#13140_588c79f3_df65_43e0_903d_add110bf20de	http://who.int/icd#121_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	Other specified malignant neoplasms of parotid gland	To be retired - Neoplasms
http://who.int/icd#405_588c79f3_df65_43e0_903d_add110bf20de	http://who.int/icd#165_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	Immune-related Type 1 diabetes mellitus with macrovascular complications	"To be retired - Endocrine, nutritional and metabolic diseases"
http://who.int/icd#288_98ae51f9_6af8_41ef_b732_06c5fb864693	http://who.int/icd#11_8e8fddc4_a502_4bf4_b128_ebfca1d73928	Involvement of eyelid in hyperkeratosis of yaws	To be retired - Diseases of the eye and adnexa
http://who.int/icd#435_588c79f3_df65_43e0_903d_add110bf20de	http://who.int/icd#165_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	Immune-related Type 1 diabetes mellitus with coronary artery disease	"To be retired - Endocrine, nutritional and metabolic diseases"
http://who.int/icd#13287_014531d1_19f0_40a9_8799_a9c2cff63779	http://who.int/icd#176_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	"Bipolar type I disorder, currently in partial remission, most recent episode depressive, with melancholia, current episode perinatal"	To be retired - Mental and behavioural disorders
http://who.int/icd#276_98ae51f9_6af8_41ef_b732_06c5fb864693	http://who.int/icd#264_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	Involvement of eyelid in yaws	To be retired - Diseases of the skin
http://who.int/icd#869_e9c55f4e_825c_45d7_ba2c_0fdc673d688a	http://who.int/icd#1177_1e4c5207_b1e3_4959_ac0c_d4ff2b8506c1	Distal muscular dystrophy	To be retired - Diseases of the nervous system
http://who.int/icd#14605_6daf99a9_aca4_4de3_a36a_47a357c471c1	http://who.int/icd#440_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	"Intent pending: Harmful effects of and exposure to noxious substances: Drugs, medicaments and biological substances: Opioids and related analgesics: Codeine"	To be retired - External causes of morbidity and mortality
http://who.int/icd#420_588c79f3_df65_43e0_903d_add110bf20de	http://who.int/icd#165_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	Immune-related Type 1 diabetes mellitus with cerebrovascular disease	"To be retired - Endocrine, nutritional and metabolic diseases"
http://who.int/icd#14775_fba2e671_3f12_4bbe_b446_34f816e9708a	http://who.int/icd#1575_52a94b8b_65cc_439a_b8e5_57058c37b3ab	Neoplasms of uncertain behaviour of spinal cord	to be retired
http://who.int/icd#264_98ae51f9_6af8_41ef_b732_06c5fb864693	http://who.int/icd#11_8e8fddc4_a502_4bf4_b128_ebfca1d73928	Involvement of eyelid in multiple papillomata and wet crab yaws	To be retired - Diseases of the eye and adnexa
http://who.int/icd#14637_6daf99a9_aca4_4de3_a36a_47a357c471c1	http://who.int/icd#440_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	"Intent pending: Harmful effects of  and exposure to noxious substances: Drugs, medicaments and biological substances: Opioids and related analgesics: Methadone"	To be retired - External causes of morbidity and mortality
http://who.int/icd#31207_b047675b_e7d6_403d_8ca9_f59ab5570ff4	http://who.int/icd#1177_1e4c5207_b1e3_4959_ac0c_d4ff2b8506c1	Headache not elsewhere classified	To be retired - Diseases of the nervous system
http://who.int/icd#420_0b613046_a993_48cb_b59c_d8118caee0b7	http://who.int/icd#1575_52a94b8b_65cc_439a_b8e5_57058c37b3ab	"Malignant ductal and lobular neoplasms of male genital organ, unspecified "	to be retired
http://who.int/icd#2955_dd0250d2_e8cd_4c48_a93f_7997cc1c8b07	http://who.int/icd#1177_1e4c5207_b1e3_4959_ac0c_d4ff2b8506c1	Ataxia-oculomotor apraxia Type I	To be retired - Diseases of the nervous system
http://who.int/icd#10770_dd0250d2_e8cd_4c48_a93f_7997cc1c8b07	http://who.int/icd#1177_1e4c5207_b1e3_4959_ac0c_d4ff2b8506c1	Generalized myokymia	To be retired - Diseases of the nervous system
http://who.int/icd#450_588c79f3_df65_43e0_903d_add110bf20de	http://who.int/icd#165_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	Immune-related Type 1 diabetes mellitus with peripheral artery disease	"To be retired - Endocrine, nutritional and metabolic diseases"
http://who.int/icd#14621_6daf99a9_aca4_4de3_a36a_47a357c471c1	http://who.int/icd#440_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	"Intent pending: Harmful effects of and exposure to noxious substances: Drugs, medicaments and biological substances: Opioids and related analgesics: Heroin"	To be retired - External causes of morbidity and mortality
http://who.int/icd#14760_fba2e671_3f12_4bbe_b446_34f816e9708a	http://who.int/icd#1575_52a94b8b_65cc_439a_b8e5_57058c37b3ab	Neoplasms of uncertain behaviour of cranial nerves	to be retired
http://who.int/icd#252_98ae51f9_6af8_41ef_b732_06c5fb864693	http://who.int/icd#11_8e8fddc4_a502_4bf4_b128_ebfca1d73928	Involvement of eyelid in initial lesions of yaws	To be retired - Diseases of the eye and adnexa
http://who.int/icd#435_0b613046_a993_48cb_b59c_d8118caee0b7	http://who.int/icd#1575_52a94b8b_65cc_439a_b8e5_57058c37b3ab	"Basal cell carcinomas of male genital organ, unspecified "	to be retired
http://who.int/icd#10785_dd0250d2_e8cd_4c48_a93f_7997cc1c8b07	http://who.int/icd#1177_1e4c5207_b1e3_4959_ac0c_d4ff2b8506c1	"Myokymia, hyperhidrosis, impaired muscle relaxation syndrome"	To be retired - Diseases of the nervous system
http://who.int/icd#14715_fba2e671_3f12_4bbe_b446_34f816e9708a	http://who.int/icd#1575_52a94b8b_65cc_439a_b8e5_57058c37b3ab	"Neoplasms of uncertain behaviour of brain, supratentorial"	to be retired
http://who.int/icd#13255_014531d1_19f0_40a9_8799_a9c2cff63779	http://who.int/icd#176_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	"Bipolar type I disorder, currently in partial remission, most recent episode depressive, with melancholia and rapid cycling"	To be retired - Mental and behavioural disorders
http://who.int/icd#9030_378b7cb7_5b17_422d_b68b_e793f5e48664	http://who.int/icd#1575_52a94b8b_65cc_439a_b8e5_57058c37b3ab	Sweat gland disease	to be retired
http://who.int/icd#4140_85f9e494_34d2_4e3f_b182_f005b6f4e5a4	http://who.int/icd#297_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	Swelling of extremity	To be retired - Diseases of the musculoskeletal system and connective tissue
http://who.int/icd#14700_fba2e671_3f12_4bbe_b446_34f816e9708a	http://who.int/icd#1575_52a94b8b_65cc_439a_b8e5_57058c37b3ab	Neoplasms of uncertain behaviour of spinal meninges	to be retired
http://who.int/icd#9889_07368d94_d861_421b_b2a0_264c49b96108	http://who.int/icd#121_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	Lymphomas	To be retired - Neoplasms
http://who.int/icd#465_588c79f3_df65_43e0_903d_add110bf20de	http://who.int/icd#165_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	Immune-related Type 1 diabetes mellitus with certain specified complications	"To be retired - Endocrine, nutritional and metabolic diseases"
http://who.int/icd#10686_1c662c6b_68f9_42a4_b7d3_90798bfc2caa	http://who.int/icd#781_2985fd4a_87e8_4e76_ac83_2a5b74c14300	Dysgeusia	To be retired - Diseases of the digestive system
http://who.int/icd#9015_378b7cb7_5b17_422d_b68b_e793f5e48664	http://who.int/icd#1575_52a94b8b_65cc_439a_b8e5_57058c37b3ab	Dermatitis contact/allergic	to be retired
http://who.int/icd#228_98ae51f9_6af8_41ef_b732_06c5fb864693	http://who.int/icd#11_8e8fddc4_a502_4bf4_b128_ebfca1d73928	"Involvement of eyelid in leprosy, unspecified"	To be retired - Diseases of the eye and adnexa
http://who.int/icd#14730_fba2e671_3f12_4bbe_b446_34f816e9708a	http://who.int/icd#1575_52a94b8b_65cc_439a_b8e5_57058c37b3ab	"Neoplasms of uncertain behaviour of brain, infratentorial"	to be retired
http://who.int/icd#Chemicals_914_a3172770_2d87_4087_aff6_7a140a289bf1	http://who.int/icd#1575_52a94b8b_65cc_439a_b8e5_57058c37b3ab	Perchloroethylene vapor	to be retired
http://who.int/icd#495_588c79f3_df65_43e0_903d_add110bf20de	http://who.int/icd#165_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	Immune-related Type 1 diabetes mellitus with diabetic skin lesions	"To be retired - Endocrine, nutritional and metabolic diseases"
http://who.int/icd#Chemicals_4653_a3172770_2d87_4087_aff6_7a140a289bf1	http://who.int/icd#1575_52a94b8b_65cc_439a_b8e5_57058c37b3ab	"Venom, venomous plant marine"	to be retired
http://who.int/icd#13223_014531d1_19f0_40a9_8799_a9c2cff63779	http://who.int/icd#176_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	"Bipolar type I disorder, currently in partial remission, most recent episode depressive, with melancholia and seasonal pattern"	To be retired - Mental and behavioural disorders
http://who.int/icd#31262_b047675b_e7d6_403d_8ca9_f59ab5570ff4	http://who.int/icd#1575_52a94b8b_65cc_439a_b8e5_57058c37b3ab	Other specified disorders of the bladder 	to be retired
http://who.int/icd#480_588c79f3_df65_43e0_903d_add110bf20de	http://who.int/icd#165_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	Immune-related Type 1 diabetes mellitus with diabetic foot	"To be retired - Endocrine, nutritional and metabolic diseases"
http://who.int/icd#33805_a54dce9f_0ddd_474d_baa4_c149f052e65d	http://who.int/icd#11303_8716753b_e453_4876_8495_e2fe7d720f73	Special construction vehicle as motor vehicle used by person injured in transport related event 	TO BE RETIRED
http://who.int/icd#2184_8485ca45_4e2f_4137_b90e_effee792d3d2	http://who.int/icd#165_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	Type 2 diabetes mellitus with diabetic glomerular changes	"To be retired - Endocrine, nutritional and metabolic diseases"
http://who.int/icd#360_0b613046_a993_48cb_b59c_d8118caee0b7	http://who.int/icd#1575_52a94b8b_65cc_439a_b8e5_57058c37b3ab	Malignant neoplasm of body of penis of unknown or unspecified type	to be retired
http://who.int/icd#270_588c79f3_df65_43e0_903d_add110bf20de	http://who.int/icd#165_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	Immune-related Type 1 diabetes mellitus diabetic cataract	"To be retired - Endocrine, nutritional and metabolic diseases"
http://who.int/icd#5082_c5246be6_eca3_4c35_ad21_317b5e2861f8	http://who.int/icd#1177_1e4c5207_b1e3_4959_ac0c_d4ff2b8506c1	Functional speech disorder	To be retired - Diseases of the nervous system
http://who.int/icd#4935_ce88e999_ba9e_41b4_8d8a_b63046b652da	http://who.int/icd#253_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd	Occupational asthma	To be retired - Diseases of the respiratory system
