"A60"|"Definition"|"Typically, a herpex simplex type 2 (HSV2) - but can be an HSV1 - viral infection characterized clinically by the eruption of painful, grouped vesicular lesions on a erythematous base that can recur months to years after primary inoculation"
"B15"|"Definition"|"Acute hepatitis A is a liver infection caused by the hepatitis A virus (HAV). The virus is spread when an uninfected (or unvaccinated) person eats or drinks something contaminated by the stool of an HAV-infected person: this is called faecal-oral transmission. The disease is closely associated with inadequate sanitation and poor personal hygiene. Unlike hepatitis B and C, hepatitis A infection does not cause chronic liver disease and is rarely fatal, but it can cause debilitating symptoms."
"B16"|"Definition"|"An acute illness caused by infection by the hepatitis B virus with symptoms that last several weeks, including yellowing of the skin and eyes (jaundice), dark urine, extreme fatigue, nausea, vomiting and abdominal pain. Recovery can take several months to a year."
"B18"|"Definition"|"Chronic hepatic inflammation secondary to hepatotropic (hepatitis A-E), adenovirus, cytomegalovirus, Epstein-Barr or herpes simplex viral infection"
"B26.8"|"Definition"|"Acute, inflammatory, contagious disease caused by Rubulavirus and characterized by swelling of the salivary glands, especially the parotids, and sometimes of the pancreas, ovaries, or testes; spread by direct contact, airborne droplet nuclei, fomites contaminated by infectious saliva, and perhaps urine (with other complications)"
"B77.0"|"Definition"|"Infection by nematodes of the genus ASCARIS. Ingestion of infective eggs causes diarrhea and pneumonitis. Its distribution is more prevalent in areas of poor sanitation and where human feces are used for fertilizer.  *Intestinal complications may include (radiating) abdominal pain, distention, colic, nausea, anorexia or intestinal obstruction."
"C01"|"Definition"|"A primary or metastic neoplasm involving the base of the tongue, often  associated with chronic alcohol and tobacco use, older age, certain geographic locations, a family history of upper aeordigestive tract cancers and/or certain nutritional deficiencies and infectious agents."
"C08.1"|"Definition"|"A primary or metastic neoplasm involving the sublingual gland, one of 3 major pairs of salivary glands in humans, which accounts for less than 5-10% of all salivary gland tumors"
"C17.3"|"Definition"|"Congenital bulging or out-pouching of the small intestine secondary to the in-utero partial obliteration of the vitelline duct"
"C26"|"Definition"|"A primary or metastatic malignant tumor involving a digestive organ or organs not detailed in codes C15-C25 (including intestinal tract [part unspecified], spleen, overlapping lesions of the digestive tract and other ill-defined sites within the digestive system)"
"C88"|"Definition"|"A series of diseases including Waldenstrom macroglobulinaemia, immunoproliferative small intestinal disease and MALT-lymphoma each characterized by malignant proliferation of lymphoid cells"
"D00.1"|"Definition"|"Malignant oesophageal carcinoma which has not (yet) invaded adjacent tissues (Stage 0 [N0, M0])"
"D00.2"|"Definition"|"Malignant stomach carcinoma which has not (yet) invaded adjacent tissues (Stage 0 [N0, M0])"
"D09"|"Definition"|"A malignant epithelial neoplasm which is confined to the epithelial layer without evidence of further tissue invasion"
"D10.5"|"Definition"|"A neoplasm of the oropharynx which is characterized by the absence of morphologic features associated with malignancy (severe cytologic atypia, tumor cell necrosis, and high mitotic rate). Benign neoplasms remain confined to the original site of growth and only rarely metastasize to other anatomic sites."
"D10.6"|"Definition"|"A neoplasm of the nasopharynx which is characterized by the absence of morphologic features associated with malignancy (severe cytologic atypia, tumor cell necrosis, and high mitotic rate). Benign neoplasms remain confined to the original site of growth and only rarely metastasize to other anatomic sites."
"D12"|"Definition"|"A neoplasm of the colon, rectum, anus and/or anal canal which is characterized by the absence of morphologic features associated with malignancy (severe cytologic atypia, tumor cell necrosis, and high mitotic rate). Benign neoplasms remain confined to the original site of growth and only rarely metastasize to other anatomic sites."
"D13"|"Definition"|"A neoplasm of other and/or ill-defined parts of the digestive system which is characterized by the absence of morphologic features associated with malignancy (severe cytologic atypia, tumor cell necrosis, and high mitotic rate). Benign neoplasms remain confined to the original site of growth and only rarely metastasize to other anatomic sites."
"D23"|"Definition"|"This term refers to other nonmalignant tumors of skin that are not classified under a different code"
"D25.0"|"Definition"|"Benign smooth muscle neoplasms arising from the body of the uterus that project into the endometrial cavity"
"D26"|"Definition"|"Other non-malignant tumors of the uterus not detailed in codes D25.0-D25.9"
"D27"|"Definition"|"A neoplasm of the ovary which is characterized by the absence of morphologic features associated with malignancy (severe cytologic atypia, tumor cell necrosis, and high mitotic rate). Benign neoplasms remain confined to the original site of growth and only rarely metastasize to other anatomic sites."
"D29.0"|"Definition"|"A neoplasm of the penis which is characterized by the absence of morphologic features associated with malignancy (severe cytologic atypia, tumor cell necrosis, and high mitotic rate). Benign neoplasms remain confined to the original site of growth and only rarely metastasize to other anatomic sites."
"D50"|"Definition"|"Anemia characterized by decreased or absent iron stores, low serum iron concentration, low transferrin saturation, and low hemoglobin concentration or hematocrit value. The erythrocytes are hypochromic and microcytic and the iron binding capacity is increased."
"D53"|"Definition"|"A decrease in red blood cell mass secondary to nutritional deficiency not detailed in codes D50-D53"
"D55"|"Definition"|"A decrease in red blood cell mass due to premature destruction of erythrocytes in the spleen or peripheral vessels secondary to G6PD or other enzyme deficiency"
"D60"|"Definition"|"A condition characterized by the near absence of red blood cell precursors in bone marrow, often associated with thymomas and autoimmune disorders"
"D62"|"Definition"|"A decrease in red blood cell mass secondary to haemorrhage, often secondary to trauma"
"D69"|"Definition"|"Disorders characterized by spontaneous or near spontaneous bleeding caused by a defect in clotting mechanisms (BLOOD COAGULATION DISORDERS) or another abnormality causing a structural flaw in the blood vessels (HEMOSTATIC DISORDERS)."
"D73.0"|"Definition"|"A condition characterized by a reduction in the normal function of the spleen"
"D73.2"|"Definition"|"A form of exaggerated spleen function characterized by splenic enlargement secondary to splenic vein thrombosis and/or portal hypertension"
"D73.8"|"Definition"|"Conditions characterized by a deviation from or interruption of the normal structure or function of the spleen not detailed in codes D73.0-D73.5"
"D75"|"Definition"|"Conditions characterized by a deviation from or interruption of the normal structure or function of the blood and blood forming tissues not detailed in codes D70-D77"
"D80"|"Definition"|"A disorder characterized by an inability to mount a normal immune response due to antibody (i.e. immunoglobulin) defects"
"E00"|"Definition"|"A disorder characterized by inadequate neonatal thyroid hormone production secondary to iodine deficiency"
"E04"|"Definition"|"Enlargement of the thyroid gland due to follicular multiplication, unaccompanied by hyperthyroidism or thyrotoxicosis"
"E05"|"Definition"|"A hypermetabolic condition associated with elevated levels of free thyroxine and/or free triiodothyronine resulting in excess synthesis and secretion of thyroid hormone"
"E15"|"Definition"|"Coma secondary to low blood sugar concentration and/or tissue utilization (defined as < 50 mg/dL)"
"E22"|"Definition"|"Aka hyperpituitarism, a disease characterized by hypersecretion of ADENOHYPOPHYSEAL HORMONES such as GROWTH HORMONE, PROLACTIN, THYROTROPIN, LUTEINIZING HORMONE, FOLLICLE STIMULATING HORMONE and/or ADRENOCORTICOTROPIC HORMONE"
"E23.3"|"Definition"|"Pituitary dysregulation/disorders secondary to hypothalamic dysfunction not detailed in codes E23.0-E23.2"
"E25"|"Definition"|"Disorders of the reproductive system resulting from pathologic androgen production secondary to abnormalities in cortisol and/or aldosterone production"
"E25.8"|"Definition"|"Other androgenic disorders of the reproductive system not detailed in code E25.0"
"E27.4"|"Definition"|"Other/unspecified adrenal diseases characterized by the progressive destruction of the adrenal cortex not detailed in codes E27.0-E27.3"
"E27.5"|"Definition"|"Idiopathic overstimulation of the adrenal medulla resulting in pathologic epinephrine/norepinephrine-mediated sympathetic output"
"E28"|"Definition"|"Pathological processes of the OVARY"
"E28.3"|"Definition"|"aka Premature Ovarian Syndrome (POF)/ovarian insufficiency, a disorder characterized by a failure of the ovary to function adequately in women younger than 40 years old"
"E29"|"Definition"|"Pathological processes of the TESTIS."
"E29.1"|"Definition"|"In pre-puberty, a disorder characterized by atrophied testes and sterility, abnormal height and absence of secondary sex characteristics.  In post-puberty, a disorder characterized by depressed sexual function, loss of sex drive and sterility, muscle weakness and osteoporosis (due to loss of the androgen anabolic effect)."
"E41"|"Definition"|"1 of 3 forms of serious protein-energy malnutrition (vs kwashiorkor E40, marasmic kwashiorkor E42), caused primarily by a deficiency in calories and energy in children from developing countries"
"E45"|"Definition"|"Nutritional (short stature, stunting) and/or physical retardation due to inadequate protein and/or essential nutrient intake"
"E53"|"Definition"|"Disorders caused by deficiencies in B vitamins other than Thiamine and Niacin (including B2, B6, B9 and B12)"
"E55.0"|"Definition"|"A childhood disorder characterized by decreased mineralization of bone at the growth plate secondary to vitamin D deficiency, vitamin D metabolism error and/or abnormal inorganic phosphate excretion resulting in growth retardation and delayed skeletal development"
"E64.3"|"Definition"|"Bowed legs and/or arms, knock-knees, deformities of the thoracic cage and/or spine and/or skeletal dysplasia secondary to chronic or advanced rickets"
"E66"|"Definition"|"Excessively high accumulation of body fat or adipose tissue in relation to lean body mass; the amount of body fat (or adiposity) includes concern for both the distribution of fat throughout the body and the size of the adipose tissue deposits; individuals are usually at high clinical risk because of excess amount of body fat (BMI greater than 30)"
"E66.0"|"Definition"|"Abnormal or excessive fat accumulation secondary to excess caloric intake"
"E66.8"|"Definition"|"Abnormal or excessive fat accumulation not detailed in codes E66.0-E66.2"
"E78 (BC)"|"Definition"|"A series of conditions characterized by dysfunctional lipoprotein metabolism and/or metabolite absorption and transport"
"E83"|"Definition"|"A condition in which there is a deviation or interruption in the processing of a specific mineral in the body: its absorption, transport, storage, and utilization"
"E87"|"Definition"|"Any disorder resulting in pathologic plasma fluid volume, osmolarity, acid-base or salt imbalance"
"E87.0"|"Definition"|"Serum sodium concentrations in excess of 145 mmol/L; increased serum concentration of osmotically active particles"
"E87.1"|"Definition"|"Serum sodium concentrations of less than 135 mEq/L; decreased serum concentration of osmotically active particles"
"F10"|"Definition"|"Unspecified psychological or behavioral abnormalities associated with a dysfunction of the brain; history and physical examination or laboratory tests demonstrate the presence of a specific organic factor judged to be etiologically related to the abnormal mental state and loss of previously acquired functional abilities"
"F20.8"|"Definition"|"Other disorders defined as schizophrenia not detailed in codes F20.0-F20.7"
"F52.7"|"Definition"|"aka ""satyriasis"" (M), ""nymphomania"" (F), a disorder characterized by a desire to engage in sexual activities at a level considered abnormally high in relation to normal development and/or which causes distress or serious problems for the person affected"
"F52.8"|"Definition"|"One of several ways in which an individual is unable to participate in a sexual relationship as he or she would wish due to psychosomatic mechanisms not detailed in codes F52.0-F52.7"
"G00"|"Definition"|"Bacterial infections of the leptomeninges and subarachnoid space [NEC], frequently involving the cerebral cortex, cranial nerves, cerebral blood vessels, spinal cord and nerve roots; causative organism varies with age and clinical status (eg, postoperative, immunodeficient, posttraumatic states); clinical manifestations include the acute onset of fever, stiff neck, altered mentation, seizures, and focal neurologic deficits; death may occur within 24 hours of disease onset; pathologic features include a purulent exudate in the subarachnoid space, and diffuse inflammation of neural and vascular structures."
"G09"|"Definition"|"Other disorders secondary to chronic bacterial meningitis, encephalitis intracranial and/or intraspinal abscess and/or granuloma and/or intracranial and/or intraspinal phlebitis and/or thrombophlebitis"
"G11"|"Definition"|"A group of genetic disorders characterized by slowly progressive incoordination of gait and often associated with poor coordination of hands, speech, and eye movements"
"G12"|"Definition"|"A group of autosomal-recessive disorders characterized by progressive weakness of the lower motor neurons"
"G44"|"Definition"|"Other syndromes characterized by head and/or face pain not detailed in codes G43.0-G43.9 (i.e. cluster headache, vascular headache, tension-type headache, drug-induced headache, etc)"
"G45"|"Definition"|"Brief reversible episodes of focal, nonconvulsive ischemic dysfunction of the brain having a duration of less than 24 hours, and usually less than one hour, caused by transient thrombotic or embolic blood vessel occlusion or stenosis. Events may be classified by arterial distribution, temporal pattern, or etiology (e.g., embolic vs. thrombotic). (From Adams et al., Principles of Neurology, 6th ed, pp814-6)"
"G56"|"Definition"|"Damage to a single nerve or nerve group of the upper limb (not including central nervous structures such as the brain, brainstem or spinal cord), resulting in a loss of movement, sensation and/or autonomic function)"
"G57"|"Definition"|"Damage to a single nerve or nerve group of the lower limb (not including central nervous structures such as the brain, brainstem or spinal cord), resulting in a loss of movement, sensation and/or autonomic function)"
"G57.0"|"Definition"|"Disease or damage involving the SCIATIC NERVE, which divides into the PERONEAL NERVE and TIBIAL NERVE (see also PERONEAL NEUROPATHIES and TIBIAL NEUROPATHY). Clinical manifestations may include SCIATICA or pain localized to the hip, PARESIS or PARALYSIS of posterior thigh muscles and muscles innervated by the peroneal and tibial nerves, and sensory loss involving the lateral and posterior thigh, posterior and lateral leg, and sole of the foot. The sciatic nerve may be affected by trauma; ISCHEMIA; COLLAGEN DISEASES; and other conditions. (From Adams et al., Principles of Neurology, 6th ed, p1363)"
"G57.6"|"Definition"|"Disease or damage to the medial and/or lateral plantar nerves, branches of the tibial nerve below the level of the tarsal tunnel secondary to insult other than tarsal tunnel syndrome (G57.5)"
"G58.0"|"Definition"|"Peripheral neuropathy of the intercostal nerves"
"G71"|"Definition"|"Idiopathic muscular disorders"
"G80"|"Definition"|"A heterogeneous group of nonprogressive motor disorders caused by chronic brain injuries that originate in the prenatal period, perinatal period, or first few years of life. The four major subtypes are spastic, athetoid, ataxic, and mixed cerebral palsy, with spastic forms being the most common. The motor disorder may range from difficulties with fine motor control to severe spasticity (see MUSCLE SPASTICITY) in all limbs. Spastic diplegia (Little disease) is the most common subtype, and is characterized by spasticity that is more prominent in the legs than in the arms. Pathologically, this condition may be associated with LEUKOMALACIA, PERIVENTRICULAR."
"G90.0"|"Definition"|"A collection of syndromes affecting parasympathetic and/or sympathetic neurons, often in conjunction with other somatic neuropathies"
"G90.3"|"Definition"|"A syndrome complex composed of three conditions which represent clinical variants of the same disease process: STRIATONIGRAL DEGENERATION; SHY-DRAGER SYNDROME; and the sporadic form of OLIVOPONTOCEREBELLAR ATROPHIES. Clinical features include autonomic, cerebellar, and basal ganglia dysfunction. Pathologic examination reveals atrophy of the basal ganglia, cerebellum, pons, and medulla, with prominent loss of autonomic neurons in the brain stem and spinal cord. (From Adams et al., Principles of Neurology, 6th ed, p1076; Baillieres Clin Neurol 1997 Apr;6(1):187-204; Med Clin North Am 1999 Mar;83(2):381-92)"
"G90.8"|"Definition"|"Other conditions in which there are deviations from or interruption of the normal structure(s) or function of the parasympathetic or sympathetic divisions of the autonomic nervous system not detailed in codes G90.0-G90.4"
"G90.9"|"Definition"|"Conditions in which there are deviations from or interruption of the normal structure(s) or function of the parasympathetic or sympathetic divisions of the autonomic nervous system [NOS]"
"G98"|"Definition"|"(NEC) This term refers to disorders of nervous system that are not elsewhere classified."
"H01.1"|"Definition"|"Non-infectious skin diseases affecting the eyelid"
"H04.0"|"Definition"|"Inflammation of the lacrimal gland or lacrimal sac."
"H05.0"|"Definition"|"Rapid onset inflammation of the tissues surrounding the orbit"
"H05.2"|"Definition"|"Abnormal protrusion of both eyes; may be caused by endocrine gland malfunction, malignancy, injury, or paralysis of the extrinsic muscles of the eye."
"H10.2"|"Definition"|"Rapid or abrupt onset of inflammation of the mucous membrane that covers the posterior surface of the eyelids and the anterior pericorneal surface of the eyeball.  It is often characterized by subconjunctival hemorrhage, sudden swelling of the eyelids and congestion, redness, and pain in the eye."
"H10.4"|"Definition"|"Persistent or recurrent onset of inflammation of the mucous membrane that covers the posterior surface of the eyelids and the anterior pericorneal surface of the eyeball."
"H10.9"|"Definition"|"Inflammation of the mucous membrane that covers the posterior surface of the eyelids and the anterior pericorneal surface of the eyeball, often causing swelling, itching, burning, discharge and redness. Causes might include bacterial or viral infection, allergies, irritating substances in the eye, contact lens products, or eye drops or ointments."
"H11.4"|"Definition"|"Benign cysts which often appear as small, clear, fluid-filled inclusions of conjunctival epithelium whose goblet cells secrete into the cyst and not onto the surface. "
"H15.0"|"Definition"|"Inflammation of the white, opaque, fibrous, outer tunic of the eyeball."
"H20.0"|"Definition"|"Rapid or recent onset of inflammation of the iris and ciliary body characterized by exudates into the anterior chamber, discoloration of the iris, and constricted, sluggish pupil. Symptoms include radiating pain, photophobia, lacrimation, and interference with vision."
"H26.9"|"Definition"|"A clouding of the lens of the eye, which impedes the passage of light. Most cataracts are related to ageing, although occasionally children may be born with the condition, or cataract may develop after an injury, inflammation or disease."
"H36.0"|"Definition"|"Disease of the nervous tissue membrane of the eye (retina) as a complication of diabetes. It is characterized by the progressive microvascular complications, such as aneurysm, interretinal edema, and intraocular pathologic neovascularization."
"H43"|"Definition"|"Any condition of the transparent, semigelatinous substance that fills the cavity behind the crystalline lens of the eye and in front of the retina. "
"H44.0"|"Definition"|"Suppurative inflammation of the tissues of the internal structures of the eye; often caused by fungi, necrosis of intraocular tumors, or retained intraocular foreign bodies."
"H49.9"|"Definition"|"Misalignment of the visual axes of the eyes due to the inability of the ocular muscles to move the eye resulting from neurologic deficit or muscular dysfunction. This may be caused by tumor, infection, or injury to the brain or the eye. "
"H50.4"|"Definition"|"Also known as strabismus.  Misalignment of the visual axes of the eyes due to other or unspecified cause."
"H61.2"|"Definition"|"An accumulated mass of the yellow or brown waxy secretions produced by apocrine glands in the external ear canal that adheres to the wall of the external auditory canal. "
"H70.0"|"Definition"|"Rapid onset inflammation of the mastoid bone, located in the skull just behind the ear. It is often a complication of otitis media."
"H70.1"|"Definition"|"Persistent or recurrent inflammation of the mastoid bone, located in the skull just behind the ear. It is often a complication of otitis media."
"H72.0"|"Definition"|"A temporary or persistent opening in the central portion of the tympanic membrane. Clinical signs depend on the size, location, and associated pathological condition."
"H73.0"|"Definition"|"Rapid onset inflammation of the tympanic membrane, often causing painful blisters on the tympanum. It may occur with a middle ear infection (otitis mediaotitis media), and it is generally a viral or bacterial infection. Rarely, it may be caused by an infection with mycoplasma pneumoniamycoplasma pneumonia."
"H73.1"|"Definition"|"Persistent or recurrent inflammation of the tympanic membrane, often causing painful blisters on the tympanum. It may occur with a middle ear infection (otitis mediaotitis media), and it is generally a viral or bacterial infection. Rarely, it may be caused by an infection with mycoplasma pneumoniamycoplasma pneumonia."
"H83.0"|"Definition"|"Labyrinthitis is an ear disorder that involves irritation and swelling of the inner ear."
"H92.0"|"Definition"|"Pain in one or both ears"
"H93.0"|"Definition"|"unable to define"
"H93.1"|"Definition"|"A nonspecific symptom of hearing disorder characterized by the sensation of buzzing, ringing, clicking, pulsations, and other noises in the ear in the absence of appropriate corresponding external stimuli."
"I01"|"Definition"|"Rheumatic fever is an inflammatory disease that begins with a strep throat caused by Group A Streptococcusbacteria. It can affect many of the body's connective tissues  especially those of the heart, joints, brain or skin. Rheumatic heart disease is a condition in which the heart valves are damaged by rheumatic fever."
"I50"|"Definition"|"Heart failure is a condition in which the heart can't pump enough blood throughout the body. Heart failure does not mean that your heart has stopped or is about to stop working. It means that your heart is not able to pump blood the way it should"
"I84"|"Definition"|"Hemorrhoids are swollen, inflamed veins around the anus or lower rectum. They are either inside the anus or under the skin around the anus. They often result from straining to have a bowel movement. Other factors include pregnancy, aging and chronic constipation or diarrhea."
"J02"|"Definition"|"Rapid onset inflammation of the pharynx, (back of the throat, between the tonsils and the voicebox (larynx))."
"J02.8"|"Definition"|"Rapid onset inflammation of the pharynx, (back of the throat, between the tonsils and the voicebox (larynx)) due to a specifically identified organism not classified elsewhere."
"J02.9"|"Definition"|"Rapid onset inflammation of the pharynx, (back of the throat, between the tonsils and the voicebox (larynx)) with unspecified etiology."
"J20"|"Definition"|"Rapid onset inflammation of the large airways in the lung, including any part of the bronchi.  It is often viral in origin, e.g.myxovirus (i.e. influenza A,B,C, parainfluenza, HRS virus), adenovirus, and picoma viruses (e.g. rhinoviruses)."
"J20.1"|"Definition"|"Rapid onset inflammation of the large airways in the lung, including any part of the bronchi, due to infection with the haemophilus influenzae virus."
"J30"|"Definition"|"Vasomotor rhinitis is a form of non-allergic inflammation of the nasal mucosa that is characterized by nasal congestion and posterior pharyngeal drainage. Allergic rhinitis is inflammation of the nasal mucosa that is triggered by certain allergens, such as pollen, animal fur, etc."
"J32"|"Definition"|"Persistent or recurrent inflammation of the nasal mucosa in one or more of the paranasal sinuses."
"J35"|"Definition"|"Any persistent or recurrent disease affecting the round-to-oval mass of lymphoid tissue embedded in the lateral wall of the pharynx (tonsils) or the collection of lymphoid nodules on the posterior wall and roof of the nasopharynx (adenoids)"
"J35.0"|"Definition"|"Persistent or recurrent inflammation of the round-to-oval masses of lymphoid tissue embedded in the lateral wall of the pharynx (tonsils)"
"J35.1"|"Definition"|"Unusual enlargement of one or more of the round-to-oval masses of lymphoid tissue embedded in the lateral wall of the pharynx (tonsils).  It can be due to infection"
"J37"|"Definition"|"Persistent or recurrent inflammation of the larynx (airway) and/or the larynx and the cartilaginous and membranous tube descending from the larynx and branching into the right and left main bronchi (trachea)."
"J37.0"|"Definition"|"Persistent or recurrent inflammation of the larynx (airway)"
"J37.1"|"Definition"|"Persistent or recurrent inflammation of the  larynx (major airway) and the trachea (cartilaginous and membranous tube descending from the larynx and branching into the right and left main bronchi)."
"J38.0"|"Definition"|"Loss of function or feeling of one or both of the vocal folds, often caused by injury or disease to the nerves of the larynx."
"J38.7"|"Definition"|"Any other disease which affects the larynx and which is not coded elsewhere."
"J39.2"|"Definition"|"Any other disease which affects the Larynx (the funnel-shaped fibromuscular tube that conducts food to the esophagus, and air to the larynx) and which is not coded elsewhere."
"J45"|"Definition"|"A chronic disease of the bronchial, the air passages leading to and from the lungs characterized by recurrent attacks of breathlessness and wheezing, which vary in severity and frequency from person to person."
"J46"|"Definition"|"Status asthmaticus is a sudden intense and continuous aggravation of a state of asthma, marked by dyspnea to the point of exhaustion and collapse and not responding to the usual therapeutic efforts."
"J64"|"Definition"|"A diffuse parenchymal lung disease, often caused by inhalation of dust and by tissue reaction to their presence."
"J81"|"Definition"|"Pulmonary edema is a condition caused by excess fluid in the lungs. This fluid collects in the numerous air sacs in the lungs, making it difficult to breathe."
"J86"|"Definition"|"Suppurative inflammation of the pleural space."
"J90"|"Definition"|"Presence of fluid in the pleural cavity resulting from excessive transudation or exudation from the pleural surfaces."
"J94"|"Definition"|"Any other condition effecting the thin serous membrane enveloping the lungs and lining the thoracic cavity"
"K05"|"Definition"|"Gingivitis is inflammation of the gum tissues (gingiva) without loss of connective tissue.#Periodontal disease can refer to any pathological process involving the the gum (GINGIVA), the alveolar bone (alveolar process), the dental cementum, and / or the periodontal ligament"
"K12"|"Definition"|"Inflammation of the soft tissues of the mouth, such as mucosa; palate; gingiva; and / or lip, as well as any associated any pathological or traumatic discontinuity of tissue"
"K12.1"|"Definition"|"Other types of inflammation of the soft tissues of the mouth, such as mucosa; palate; gingiva; and / or lip."
"K13"|"Definition"|"Any other condition affecting the lip and/or oral mucosa"
"K13.0"|"Definition"|"Any condition effecting the lips"
"K14.5"|"Definition"|"Plicated tongue, also called lingua dissects, fissured tongue, or scrotal tongue, represents a change in the dorsal surface of the anterior two thirds of the tongue."
"K20"|"Definition"|"Inflammation of the esophagus, the tube that leads from the back of the mouth to the stomach."
"K22.0"|"Definition"|"Achalasia is a disorder of the tube that carries food from the mouth to the stomach (esophagus) due to a failure of the lower esophageal sphincter to relax, which affects the ability of the esophagus to move food toward the stomach"
"K22.3"|"Definition"|"An opening or hole in the esophagus, the tube through which food passes from the mouth to the stomach."
"K29"|"Definition"|"Gastritis refers to inflammation of the mucosa lining of the stomach.  #Duodenitis refers to inflammation of the duodenal mucosa."
"K29.0"|"Definition"|"Rapid onset inflammation of the mucosal lining of the stomach with associated belleding or abnormal blood flow."
"K29.1"|"Definition"|"Rapid onset inflammation of the mucosal lining of the stomach due to cause not otherwise coded"
"K29.2"|"Definition"|"Inflammation of the gastric mucosa due to alcohol use"
"K29.3"|"Definition"|"Persistent or recurrent inflammation of the lamina propria, limited to the outer third of the mucosa in the foveolar area."
"K29.4"|"Definition"|"Persistent or recurrent inflammation of the gastric mucosa with atrophy leading to decreased hydrochloric acid concentration in the gastric juice. Atrophic gastritis frequently progresses from chronic gastritis."
"K29.5"|"Definition"|"Persistent or recurrent inflammation of the lamina propria, limited to the outer third of the mucosa in the foveolar area of unspecified origin."
"K35.9"|"Definition"|"Acute inflammation of the vermiform appendix."
"K40"|"Definition"|"A hernia occurs when part of an internal organ bulges through a weak area of muscle. Most hernias occur in the abdomen. Inguinal hernia is the most common type and is in the groin."
"K42"|"Definition"|"A hernia occurs when part of an internal organ bulges through a weak area of muscle. Most hernias occur in the abdomen. Umbilical, as one type of hernia, is around the belly button. "
"K43.1"|"Definition"|"A hernia caused by weakness of the anterior ABDOMINAL WALL due to midline defects, previous incisions, or increased intra-abdominal pressure WITH concomitant death and putrefaction of tissue usually due to a loss of blood supply"
"K50.0"|"Definition"|"A chronic inflammatory bowel disease affecting the small intestine"
"K50.1"|"Definition"|"A chronic inflammatory bowel disease affecting the large intestine"
"K55"|"Definition"|"Intestinal ischemia characterized by blood supply to the gastrointestinal tract that is inadequate to meet its metabolic demand"
"K55.1"|"Definition"|"Long standing intestinal ischemia characterized by blood supply to the gastrointestinal tract that is inadequate to meet its metabolic demand"
"K55.8"|"Definition"|"Other causes of intestinal ischemia characterized by blood supply to the gastrointestinal tract that is inadequate to meet its metabolic demand"
"K56"|"Definition"|"A series of disorders resulting in decreased or aborted intestinal motility without intestinal hernia"
"K56.0"|"Definition"|"A type of ILEUS, a functional not mechanical obstruction of the INTESTINES. This syndrome is caused by a large number of disorders involving the smooth muscles (MUSCLE, SMOOTH) or the NERVOUS SYSTEM."
