Id	Internal ID	Title	IsInICD10	MigrateContentToParent	Parent	Internal ID Parent
http://id.who.int/icd/entity/1166211821	http://who.int/icd#J16.8	Pneumonia due to other specified infectious organisms	IsInICD10	FALSE		
http://id.who.int/icd/entity/402579922	http://who.int/icd#J18.8	"Other pneumonia, organism unspecified"	IsInICD10	FALSE		
http://id.who.int/icd/entity/1436080606	http://who.int/icd#J06.8	Other acute upper respiratory infections of multiple sites	IsInICD10	FALSE		
http://id.who.int/icd/entity/724725555	http://who.int/icd#J39.8	Other specified diseases of upper respiratory tract	IsInICD10	FALSE		
http://id.who.int/icd/entity/480904550	http://who.int/icd#J93.8	Other pneumothorax	IsInICD10	FALSE		
http://id.who.int/icd/entity/188678334	http://who.int/icd#Q96.8	Other variants of Turner syndrome	IsInICD10	FALSE		
http://id.who.int/icd/entity/954972007	http://who.int/icd#I79.8	Other disorders of arteries and arterioles in diseases classified elsewhere	IsInICD10	FALSE		
http://id.who.int/icd/entity/1623149179	http://who.int/icd#G94.8	Other specified disorders of brain in diseases classified elsewhere	IsInICD10	FALSE		
http://id.who.int/icd/entity/1186550660	http://who.int/icd#G91.8	Other hydrocephalus	IsInICD10	FALSE		
http://id.who.int/icd/entity/2109743814	http://who.int/icd#G96.8	Other specified disorders of central nervous system	IsInICD10	FALSE		
http://id.who.int/icd/entity/1514248965	http://who.int/icd#G90.8	Other disorders of autonomic nervous system	IsInICD10	FALSE		
http://id.who.int/icd/entity/1350161822	http://who.int/icd#K65.8	Other peritonitis	IsInICD10	FALSE		
http://id.who.int/icd/entity/1375630754	http://who.int/icd#K66.8	Other specified disorders of peritoneum	IsInICD10	FALSE		
http://id.who.int/icd/entity/1884132348	http://who.int/icd#K45.8	Other specified abdominal hernia without obstruction or gangrene	IsInICD10	FALSE		
http://id.who.int/icd/entity/1710164737	http://who.int/icd#K91.8	"Other postprocedural disorders of digestive system, not elsewhere classified"	IsInICD10	FALSE		
http://id.who.int/icd/entity/1684581183	http://who.int/icd#K92.8	Other specified diseases of digestive system	IsInICD10	FALSE		
http://id.who.int/icd/entity/1939349599	http://who.int/icd#A04.8	Other specified bacterial intestinal infections	IsInICD10	FALSE		
http://id.who.int/icd/entity/2106580366	http://who.int/icd#O20.8	Other haemorrhage in early pregnancy	IsInICD10	FALSE		
http://id.who.int/icd/entity/1626387763	http://who.int/icd#O22.8	Other venous complications in pregnancy	IsInICD10	FALSE		
http://id.who.int/icd/entity/344635377	http://who.int/icd#O29.8	Other complications of anaesthesia during pregnancy	IsInICD10	FALSE		
http://id.who.int/icd/entity/141721458	http://who.int/icd#O28.8	Other abnormal findings on antenatal screening of mother	IsInICD10	FALSE		
http://id.who.int/icd/entity/1072305447	http://who.int/icd#O82.8	Other single delivery by caesarean section	IsInICD10	FALSE		
http://id.who.int/icd/entity/588438952	http://who.int/icd#O83.8	Other specified assisted single delivery	IsInICD10	FALSE		
http://id.who.int/icd/entity/580222360	http://who.int/icd#O80.8	Other single spontaneous delivery	IsInICD10	FALSE		
http://id.who.int/icd/entity/546847223	http://who.int/icd#O62.8	Other abnormalities of forces of labour	IsInICD10	FALSE		
http://id.who.int/icd/entity/555719113	http://who.int/icd#O61.8	Other failed induction of labour	IsInICD10	FALSE		
http://id.who.int/icd/entity/201026438	http://who.int/icd#O75.8	Other specified complications of labour and delivery	IsInICD10	FALSE		
http://id.who.int/icd/entity/822459128	http://who.int/icd#O71.8	Other specified obstetric trauma	IsInICD10	FALSE		
http://id.who.int/icd/entity/386114311	http://who.int/icd#O74.8	Other complications of anaesthesia during labour and delivery	IsInICD10	FALSE		
http://id.who.int/icd/entity/1198718037	http://who.int/icd#O98.8	"Other maternal infectious and parasitic diseases complicating pregnancy, childbirth and the puerperium"	IsInICD10	FALSE		
http://id.who.int/icd/entity/19652523	http://who.int/icd#O41.8	Other specified disorders of amniotic fluid and membranes	IsInICD10	FALSE		
http://id.who.int/icd/entity/1003818709	http://who.int/icd#O45.8	Other premature separation of placenta	IsInICD10	FALSE		
http://id.who.int/icd/entity/1242843006	http://who.int/icd#O36.8	Maternal care for other specified fetal problems	IsInICD10	FALSE		
http://id.who.int/icd/entity/978497259	http://who.int/icd#O46.8	Other antepartum haemorrhage	IsInICD10	FALSE		
http://id.who.int/icd/entity/1813143171	http://who.int/icd#O33.8	Maternal care for disproportion of other origin	IsInICD10	FALSE		
http://id.who.int/icd/entity/1902982716	http://who.int/icd#O31.8	Other complications specific to multiple gestation	IsInICD10	FALSE		
http://id.who.int/icd/entity/1894422020	http://who.int/icd#O32.8	Maternal care for other malpresentation of fetus	IsInICD10	FALSE		
http://id.who.int/icd/entity/1838546621	http://who.int/icd#O30.8	Other multiple gestation	IsInICD10	FALSE		
http://id.who.int/icd/entity/1267734501	http://who.int/icd#O89.8	Other complications of anaesthesia during the puerperium	IsInICD10	FALSE		
http://id.who.int/icd/entity/85247065	http://who.int/icd#O86.8	Other specified puerperal infections	IsInICD10	FALSE		
http://id.who.int/icd/entity/1915050283	http://who.int/icd#Z34.8	Supervision of normal pregnancy other than first pregnancy	IsInICD10	FALSE		
http://id.who.int/icd/entity/1226127199	http://who.int/icd#Y82.8	"Other and unspecified medical devices associated with adverse incidents : miscellaneous devices, not elsewhere classified"	IsInICD10	FALSE		
http://id.who.int/icd/entity/1798059348	http://who.int/icd#Y40.8	Other systemic antibiotics	IsInICD10	FALSE		
http://id.who.int/icd/entity/36265775	http://who.int/icd#Y49.8	"Other psychotropic drugs, not elsewhere classified"	IsInICD10	FALSE		
http://id.who.int/icd/entity/1294609581	http://who.int/icd#Y45.8	Other analgesics and antipyretics	IsInICD10	FALSE		
http://id.who.int/icd/entity/2067142243	http://who.int/icd#Y50.8	Other central nervous system stimulants	IsInICD10	FALSE		
http://id.who.int/icd/entity/2058466909	http://who.int/icd#Y53.8	Other agents primarily affecting the gastrointestinal system	IsInICD10	FALSE		
http://id.who.int/icd/entity/1078945571	http://who.int/icd#Y57.8	Other drugs and medicaments	IsInICD10	FALSE		
http://id.who.int/icd/entity/305363998	http://who.int/icd#Y59.8	Other specified vaccines and biological substances	IsInICD10	FALSE		
http://id.who.int/icd/entity/1474345905	http://who.int/icd#Y61.8	During other surgical and medical care	IsInICD10	FALSE		
http://id.who.int/icd/entity/1259893554	http://who.int/icd#Y60.8	During other surgical and medical care	IsInICD10	FALSE		
http://id.who.int/icd/entity/1251988238	http://who.int/icd#Y63.8	Failure in dosage during other surgical and medical care	IsInICD10	FALSE		
http://id.who.int/icd/entity/1449597839	http://who.int/icd#Y62.8	During other surgical and medical care	IsInICD10	FALSE		
http://id.who.int/icd/entity/1830709967	http://who.int/icd#Y65.8	Other specified misadventures during surgical and medical care	IsInICD10	FALSE		
http://id.who.int/icd/entity/1910940240	http://who.int/icd#Y64.8	Contaminated medical or biological substance administered by other means	IsInICD10	FALSE		
http://id.who.int/icd/entity/1855229598	http://who.int/icd#Y84.8	Other medical procedures	IsInICD10	FALSE		
http://id.who.int/icd/entity/1441660896	http://who.int/icd#Y83.8	Other surgical procedures	IsInICD10	FALSE		
http://id.who.int/icd/entity/1371843820	http://who.int/icd#P55.8	Other haemolytic diseases of fetus and newborn	IsInICD10	FALSE		
http://id.who.int/icd/entity/225999139	http://who.int/icd#B36.8	Other specified superficial dermatomycosis	IsInICD10	FALSE		
http://id.who.int/icd/entity/2079812994	http://who.int/icd#L08.8	Other specified infection of skin	IsInICD10	FALSE		
http://id.who.int/icd/entity/348149858	http://who.int/icd#L24.8	Irritant contact dermatitis due to other specified agent or mechanism	IsInICD10	FALSE		
http://id.who.int/icd/entity/800663844	http://who.int/icd#L23.8	Allergic contact dermatitis due to other specified allergens not elsewhere classifiable	IsInICD10	FALSE		
http://id.who.int/icd/entity/1876010472	http://who.int/icd#L63.8	Other alopecia areata	IsInICD10	FALSE		
http://id.who.int/icd/entity/1213209639	http://who.int/icd#L65.8	Other specified nonscarring hair loss	IsInICD10	FALSE		
http://id.who.int/icd/entity/1238875161	http://who.int/icd#L66.8	Other specified scarring alopecia	IsInICD10	FALSE		
http://id.who.int/icd/entity/1656024682	http://who.int/icd#L71.8	Other rosacea	IsInICD10	FALSE		
http://id.who.int/icd/entity/48768208	http://who.int/icd#L11.8	Other specified acantholytic disorder	IsInICD10	FALSE		
http://id.who.int/icd/entity/1152579479	http://who.int/icd#L74.8	Other specified disorder of eccrine sweating	IsInICD10	FALSE		
http://id.who.int/icd/entity/1212200093	http://who.int/icd#N73.8	Other specified female pelvic inflammatory diseases	IsInICD10	FALSE		
http://id.who.int/icd/entity/1933166045	http://who.int/icd#N74.8	Female pelvic inflammatory disorders in other diseases classified elsewhere	IsInICD10	FALSE		
http://id.who.int/icd/entity/1850125668	http://who.int/icd#N76.8	Other specified inflammation of vagina	IsInICD10	FALSE		
http://id.who.int/icd/entity/1816914189	http://who.int/icd#N94.8	Other specified conditions associated with female genital organs and menstrual cycle	IsInICD10	FALSE		
http://id.who.int/icd/entity/1890787726	http://who.int/icd#N95.8	Other specified menopausal and perimenopausal disorders	IsInICD10	FALSE		
http://id.who.int/icd/entity/1842104627	http://who.int/icd#N97.8	Female infertility of other origin	IsInICD10	FALSE		
http://id.who.int/icd/entity/358043878	http://who.int/icd#N31.8	Other neuromuscular dysfunction of bladder	IsInICD10	FALSE		
http://id.who.int/icd/entity/1621815834	http://who.int/icd#N39.8	Other specified disorders of urinary system	IsInICD10	FALSE		
http://id.who.int/icd/entity/309320523	http://who.int/icd#S45.8	Injury of other blood vessels at shoulder and upper arm level	IsInICD10	FALSE		
http://id.who.int/icd/entity/244782028	http://who.int/icd#S44.8	Injury of other nerves at shoulder and upper arm level	IsInICD10	FALSE		
http://id.who.int/icd/entity/334003061	http://who.int/icd#S46.8	Injury of other muscles and tendons at shoulder and upper arm level	IsInICD10	FALSE		
http://id.who.int/icd/entity/1567402185	http://who.int/icd#S49.8	Other specified injuries of shoulder and upper arm	IsInICD10	FALSE		
http://id.who.int/icd/entity/879346358	http://who.int/icd#S40.8	Other superficial injuries of shoulder and upper arm	IsInICD10	FALSE		
http://id.who.int/icd/entity/680593973	http://who.int/icd#S41.8	Open wound of other and unspecified parts of shoulder girdle	IsInICD10	FALSE		
http://id.who.int/icd/entity/1299614712	http://who.int/icd#S59.8	Other specified injuries of forearm	IsInICD10	FALSE		
http://id.who.int/icd/entity/520786117	http://who.int/icd#S57.8	Crushing injury of other parts of forearm	IsInICD10	FALSE		
http://id.who.int/icd/entity/66213958	http://who.int/icd#S56.8	Injury of other and unspecified muscles and tendons at forearm level	IsInICD10	FALSE		
http://id.who.int/icd/entity/41285754	http://who.int/icd#S55.8	Injury of other blood vessels at forearm level	IsInICD10	FALSE		
http://id.who.int/icd/entity/512569595	http://who.int/icd#S54.8	Injury of other nerves at forearm level	IsInICD10	FALSE		
http://id.who.int/icd/entity/611574149	http://who.int/icd#S50.8	Other superficial injuries of forearm	IsInICD10	FALSE		
http://id.who.int/icd/entity/948644100	http://who.int/icd#S51.8	Open wound of other parts of forearm	IsInICD10	FALSE		
http://id.who.int/icd/entity/2109015240	http://who.int/icd#T13.8	"Other specified injuries of leg, level unspecified"	IsInICD10	FALSE		
http://id.who.int/icd/entity/1187804550	http://who.int/icd#T14.8	Other injuries of unspecified body region	IsInICD10	FALSE		
http://id.who.int/icd/entity/1623878777	http://who.int/icd#T11.8	"Other specified injuries of arm, level unspecified"	IsInICD10	FALSE		
http://id.who.int/icd/entity/86896054	http://who.int/icd#T09.8	"Other specified injuries of trunk, level unspecified"	IsInICD10	FALSE		
http://id.who.int/icd/entity/1221443731	http://who.int/icd#S21.8	Open wound of other parts of thorax	IsInICD10	FALSE		
http://id.who.int/icd/entity/1026581103	http://who.int/icd#S29.8	Other specified injuries of thorax	IsInICD10	FALSE		
http://id.who.int/icd/entity/2102980267	http://who.int/icd#S69.8	Other specified injuries of wrist and hand	IsInICD10	FALSE		
http://id.who.int/icd/entity/1637885484	http://who.int/icd#S68.8	Traumatic amputation of other parts of wrist and hand	IsInICD10	FALSE		
http://id.who.int/icd/entity/844864809	http://who.int/icd#S65.8	Injury of other blood vessels at wrist and hand level	IsInICD10	FALSE		
http://id.who.int/icd/entity/782456234	http://who.int/icd#S64.8	Injury of other nerves at wrist and hand level	IsInICD10	FALSE		
http://id.who.int/icd/entity/790951318	http://who.int/icd#S67.8	Crushing injury of other and unspecified parts of wrist and hand	IsInICD10	FALSE		
http://id.who.int/icd/entity/870071575	http://who.int/icd#S66.8	Injury of other muscles and tendons at wrist and hand level	IsInICD10	FALSE		
http://id.who.int/icd/entity/341673176	http://who.int/icd#S60.8	Other superficial injuries of wrist and hand	IsInICD10	FALSE		
http://id.who.int/icd/entity/145050711	http://who.int/icd#S61.8	Open wound of other parts of wrist and hand	IsInICD10	FALSE		
http://id.who.int/icd/entity/501861986	http://who.int/icd#T73.8	Other effects of deprivation	IsInICD10	FALSE		
http://id.who.int/icd/entity/923614255	http://who.int/icd#T67.8	Other effects of heat and light	IsInICD10	FALSE		
http://id.who.int/icd/entity/1701914388	http://who.int/icd#T69.8	Other specified effects of reduced temperature	IsInICD10	FALSE		
http://id.who.int/icd/entity/1771293858	http://who.int/icd#T78.8	"Other adverse effects, not elsewhere classified"	IsInICD10	FALSE		
http://id.who.int/icd/entity/1679519041	http://who.int/icd#S10.8	Superficial injury of other parts of neck	IsInICD10	FALSE		
http://id.who.int/icd/entity/2028185024	http://who.int/icd#S11.8	Open wound of other parts of neck	IsInICD10	FALSE		
http://id.who.int/icd/entity/1109226686	http://who.int/icd#S15.8	Injury of other blood vessels at neck level	IsInICD10	FALSE		
http://id.who.int/icd/entity/1600265217	http://who.int/icd#S17.8	Crushing injury of other parts of neck	IsInICD10	FALSE		
http://id.who.int/icd/entity/220071740	http://who.int/icd#S19.8	Other specified injuries of neck	IsInICD10	FALSE		
http://id.who.int/icd/entity/749605319	http://who.int/icd#S86.8	Injury of other muscles and tendons at lower leg level	IsInICD10	FALSE		
http://id.who.int/icd/entity/810998088	http://who.int/icd#S87.8	Crushing injury of other and unspecified parts of lower leg	IsInICD10	FALSE		
http://id.who.int/icd/entity/1646969467	http://who.int/icd#S89.8	Other specified injuries of lower leg	IsInICD10	FALSE		
http://id.who.int/icd/entity/399990919	http://who.int/icd#S81.8	Open wound of other parts of lower leg	IsInICD10	FALSE		
http://id.who.int/icd/entity/187672582	http://who.int/icd#S80.8	Other superficial injuries of lower leg	IsInICD10	FALSE		
http://id.who.int/icd/entity/757707257	http://who.int/icd#S85.8	Injury of other blood vessels at lower leg level	IsInICD10	FALSE		
http://id.who.int/icd/entity/835811704	http://who.int/icd#S84.8	Injury of other nerves at lower leg level	IsInICD10	FALSE		
http://id.who.int/icd/entity/1969947683	http://who.int/icd#T79.8	Other early complications of trauma	IsInICD10	FALSE		
http://id.who.int/icd/entity/1814595529	http://who.int/icd#T00.8	Superficial injuries involving other combinations of body regions	IsInICD10	FALSE		
http://id.who.int/icd/entity/1456887479	http://who.int/icd#T04.8	Crushing injuries involving other combinations of body regions	IsInICD10	FALSE		
http://id.who.int/icd/entity/1840195575	http://who.int/icd#T03.8	"Dislocations, sprains and strains involving other combinations of body regions"	IsInICD10	FALSE		
http://id.who.int/icd/entity/1892699978	http://who.int/icd#T01.8	Open wounds involving other combinations of body regions	IsInICD10	FALSE		
http://id.who.int/icd/entity/1269382664	http://who.int/icd#T06.8	Other specified injuries involving multiple body regions	IsInICD10	FALSE		
http://id.who.int/icd/entity/1727775555	http://who.int/icd#T88.8	"Other specified complications of surgical and medical care, not elsewhere classified"	IsInICD10	FALSE		
http://id.who.int/icd/entity/319185343	http://who.int/icd#T80.8	"Other complications following infusion, transfusion and therapeutic injection"	IsInICD10	FALSE		
http://id.who.int/icd/entity/712135826	http://who.int/icd#T65.8	Toxic effect: Toxic effect of other specified substances	IsInICD10	FALSE		
http://id.who.int/icd/entity/277644784	http://who.int/icd#T61.8	Toxic effect: Toxic effect of other seafoods	IsInICD10	FALSE		
http://id.who.int/icd/entity/285943248	http://who.int/icd#T62.8	Toxic effect: Other specified noxious substances eaten as food	IsInICD10	FALSE		
http://id.who.int/icd/entity/208948591	http://who.int/icd#T60.8	Toxic effect: Other pesticides	IsInICD10	FALSE		
http://id.who.int/icd/entity/556089475	http://who.int/icd#T52.8	Toxic effect: Other organic solvents	IsInICD10	FALSE		
http://id.who.int/icd/entity/1432306241	http://who.int/icd#T59.8	"Toxic effect: Other specified gases, fumes and vapours"	IsInICD10	FALSE		
http://id.who.int/icd/entity/119757182	http://who.int/icd#T57.8	Toxic effect: Other specified inorganic substances	IsInICD10	FALSE		
http://id.who.int/icd/entity/547545277	http://who.int/icd#T51.8	Toxic effect: Other alcohols	IsInICD10	FALSE		
http://id.who.int/icd/entity/889424103	http://who.int/icd#T39.8	"Poisoning: Other nonopioid analgesics and antipyretics, not elsewhere classified"	IsInICD10	FALSE		
http://id.who.int/icd/entity/2072468315	http://who.int/icd#T36.8	Poisoning: Other systemic antibiotics	IsInICD10	FALSE		
http://id.who.int/icd/entity/768060211	http://who.int/icd#T43.8	"Poisoning: Other psychotropic drugs, not elsewhere classified"	IsInICD10	FALSE		
http://id.who.int/icd/entity/389642829	http://who.int/icd#T47.8	Poisoning: Other agents primarily affecting the gastrointestinal system	IsInICD10	FALSE		
http://id.who.int/icd/entity/1946242674	http://who.int/icd#S00.8	Superficial injury of other parts of head	IsInICD10	FALSE		
http://id.who.int/icd/entity/1761183473	http://who.int/icd#S01.8	Open wound of other parts of head	IsInICD10	FALSE		
http://id.who.int/icd/entity/33352846	http://who.int/icd#S08.8	Traumatic amputation of other parts of head	IsInICD10	FALSE		
http://id.who.int/icd/entity/486810637	http://who.int/icd#S09.8	Other specified injuries of head	IsInICD10	FALSE		
http://id.who.int/icd/entity/1333280560	http://who.int/icd#S07.8	Crushing injury of other parts of head	IsInICD10	FALSE		
http://id.who.int/icd/entity/1143941923	http://who.int/icd#S30.8	"Other superficial injuries of abdomen, lower back and pelvis"	IsInICD10	FALSE		
http://id.who.int/icd/entity/2127690333	http://who.int/icd#S34.8	"Injury of other and unspecified nerves at abdomen, lower back and pelvis level"	IsInICD10	FALSE		
http://id.who.int/icd/entity/757743966	http://who.int/icd#S39.8	"Other specified injuries of abdomen, lower back and pelvis"	IsInICD10	FALSE		
http://id.who.int/icd/entity/1915806028	http://who.int/icd#S99.8	Other specified injuries of ankle and foot	IsInICD10	FALSE		
http://id.who.int/icd/entity/456493879	http://who.int/icd#S90.8	Other superficial injuries of ankle and foot	IsInICD10	FALSE		
http://id.who.int/icd/entity/566975049	http://who.int/icd#S94.8	Injury of other nerves at ankle and foot level	IsInICD10	FALSE		
http://id.who.int/icd/entity/1018442486	http://who.int/icd#S96.8	Injury of other muscles and tendons at ankle and foot level	IsInICD10	FALSE		
http://id.who.int/icd/entity/1026790090	http://who.int/icd#S95.8	Injury of other blood vessels at ankle and foot level	IsInICD10	FALSE		
http://id.who.int/icd/entity/574733848	http://who.int/icd#S75.8	Injury of other blood vessels at hip and thigh level	IsInICD10	FALSE		
http://id.who.int/icd/entity/1833094554	http://who.int/icd#S79.8	Other specified injuries of hip and thigh	IsInICD10	FALSE		
http://id.who.int/icd/entity/415199078	http://who.int/icd#S71.8	Open wound of other and unspecified parts of pelvic girdle	IsInICD10	FALSE		
http://id.who.int/icd/entity/1052341913	http://who.int/icd#S74.8	Injury of other nerves at hip and thigh level	IsInICD10	FALSE		
http://id.who.int/icd/entity/71804903	http://who.int/icd#S70.8	Other superficial injuries of hip and thigh	IsInICD10	FALSE		
http://id.who.int/icd/entity/164562436	http://who.int/icd#T18.8	Foreign body in other and multiple parts of alimentary tract	IsInICD10	FALSE		
http://id.who.int/icd/entity/355978885	http://who.int/icd#T19.8	Foreign body in other and multiple parts of genitourinary tract	IsInICD10	FALSE		
http://id.who.int/icd/entity/1805482090	http://who.int/icd#T26.8	Chemical burn of other parts of eye and adnexa	IsInICD10	FALSE		
http://id.who.int/icd/entity/933902801	http://who.int/icd#P10.8	Other intracranial lacerations and haemorrhages due to birth injury	IsInICD10	FALSE		
http://id.who.int/icd/entity/908958191	http://who.int/icd#P13.8	Birth injuries to other parts of skeleton	IsInICD10	FALSE		
http://id.who.int/icd/entity/223668399	http://who.int/icd#P14.8	Birth injuries to other parts of peripheral nervous system	IsInICD10	FALSE		
http://id.who.int/icd/entity/491703198	http://who.int/icd#P04.8	Fetus and newborn affected by other maternal noxious influences	IsInICD10	FALSE		
http://id.who.int/icd/entity/986673759	http://who.int/icd#P02.8	Fetus and newborn affected by other abnormalities of membranes	IsInICD10	FALSE		
http://id.who.int/icd/entity/1259224056	http://who.int/icd#P71.8	Other transitory neonatal disorders of calcium and magnesium metabolism	IsInICD10	FALSE		
http://id.who.int/icd/entity/1475801975	http://who.int/icd#P70.8	Other transitory disorders of carbohydrate metabolism of fetus and newborn	IsInICD10	FALSE		
http://id.who.int/icd/entity/1250532296	http://who.int/icd#P72.8	Other specified transitory neonatal endocrine disorders	IsInICD10	FALSE		
http://id.who.int/icd/entity/537257283	http://who.int/icd#P26.8	Other pulmonary haemorrhages originating in the perinatal period	IsInICD10	FALSE		
http://id.who.int/icd/entity/562185597	http://who.int/icd#P25.8	Other airleak syndromes (conditions) related to interstitial emphysema originating in the perinatal period	IsInICD10	FALSE		
http://id.who.int/icd/entity/1031441916	http://who.int/icd#P24.8	Other neonatal aspiration syndromes	IsInICD10	FALSE		
http://id.who.int/icd/entity/100924606	http://who.int/icd#P23.8	Congenital pneumonia due to other organisms	IsInICD10	FALSE		
http://id.who.int/icd/entity/1147548695	http://who.int/icd#P81.8	Other specified disturbances of temperature regulation of newborn	IsInICD10	FALSE		
http://id.who.int/icd/entity/37689321	http://who.int/icd#P58.8	Neonatal jaundice due to other specified excessive haemolysis	IsInICD10	FALSE		
http://id.who.int/icd/entity/1790827946	http://who.int/icd#P52.8	Other intracranial (nontraumatic) haemorrhages of fetus and newborn	IsInICD10	FALSE		
http://id.who.int/icd/entity/2009249045	http://who.int/icd#P50.8	Other fetal blood loss	IsInICD10	FALSE		
http://id.who.int/icd/entity/1442559770	http://who.int/icd#P92.8	Other feeding problems of newborn	IsInICD10	FALSE		
http://id.who.int/icd/entity/1920601817	http://who.int/icd#P94.8	Other disorders of muscle tone of newborn	IsInICD10	FALSE		
http://id.who.int/icd/entity/1879538799	http://who.int/icd#H48.8	Other disorders of optic nerve and visual pathways in diseases classified elsewhere	IsInICD10	FALSE		
http://id.who.int/icd/entity/1972782838	http://who.int/icd#Q15.8	Other specified congenital malformations of eye	IsInICD10	FALSE		
http://id.who.int/icd/entity/603768686	http://who.int/icd#H45.8	Other disorders of vitreous body and globe in diseases classified elsewhere	IsInICD10	FALSE		
http://id.who.int/icd/entity/2027519114	http://who.int/icd#H22.8	Other disorders of iris and ciliary body in diseases classified elsewhere	IsInICD10	FALSE		
http://id.who.int/icd/entity/1913243815	http://who.int/icd#H16.8	Other keratitis	IsInICD10	FALSE		
http://id.who.int/icd/entity/1410322778	http://who.int/icd#H13.8	Other disorders of conjunctiva in diseases classified elsewhere	IsInICD10	FALSE		
http://id.who.int/icd/entity/332571199	http://who.int/icd#H75.8	Other specified disorders of middle ear and mastoid in diseases classified elsewhere	IsInICD10	FALSE		
http://id.who.int/icd/entity/951185486	http://who.int/icd#H62.8	Other disorders of external ear in diseases classified elsewhere	IsInICD10	FALSE		
http://id.who.int/icd/entity/274220656	http://who.int/icd#H94.8	Other specified disorders of ear in diseases classified elsewhere	IsInICD10	FALSE		
http://id.who.int/icd/entity/605191915	http://who.int/icd#28270_b047675b_e7d6_403d_8ca9_f59ab5570ff4	"Spinal disorders, unspecified"	NewInICD11	FALSE		
http://id.who.int/icd/entity/1108762025	http://who.int/icd#28446_b047675b_e7d6_403d_8ca9_f59ab5570ff4	Spinal cord tumor unspecified	NewInICD11	FALSE		
http://id.who.int/icd/entity/908987889	http://who.int/icd#96_712a6f06_71f2_48d0_919c_2b3cb8b7172d	"Infective spondyloarthritis, unspecified"	NewInICD11	FALSE		
http://id.who.int/icd/entity/1841327871	http://who.int/icd#24552_b047675b_e7d6_403d_8ca9_f59ab5570ff4	Neck pain unspecified	NewInICD11	FALSE		
